일시,평균기온
2023-01-01,-3.3325157
2023-01-02,-3.3325157
2023-01-03,-3.3325157
2023-01-04,-3.3325157
2023-01-05,-3.3325157
2023-01-06,-3.3325157
2023-01-07,-3.3325157
2023-01-08,-3.3325157
2023-01-09,-3.3325157
2023-01-10,-3.3325157
2023-01-11,-3.3325157
2023-01-12,-3.3325157
2023-01-13,-3.3325157
2023-01-14,-3.3325157
2023-01-15,-3.3325157
2023-01-16,-3.3325157
2023-01-17,-3.3325157
2023-01-18,-3.3325157
2023-01-19,-3.3325157
2023-01-20,-3.3325157
2023-01-21,-3.3325157
2023-01-22,-3.3325157
2023-01-23,-3.3325157
2023-01-24,-3.3325157
2023-01-25,-3.3325157
2023-01-26,-3.3325157
2023-01-27,-3.3325157
2023-01-28,-3.3325157
2023-01-29,-3.3325157
2023-01-30,-3.3325157
2023-01-31,-3.3325157
2023-02-01,1.247935
2023-02-02,1.247935
2023-02-03,1.247935
2023-02-04,1.247935
2023-02-05,1.247935
2023-02-06,1.247935
2023-02-07,1.247935
2023-02-08,1.247935
2023-02-09,1.247935
2023-02-10,1.247935
2023-02-11,1.247935
2023-02-12,1.247935
2023-02-13,1.247935
2023-02-14,1.247935
2023-02-15,1.247935
2023-02-16,1.247935
2023-02-17,1.247935
2023-02-18,1.247935
2023-02-19,1.247935
2023-02-20,1.247935
2023-02-21,1.247935
2023-02-22,1.247935
2023-02-23,1.247935
2023-02-24,1.247935
2023-02-25,1.247935
2023-02-26,1.247935
2023-02-27,1.247935
2023-02-28,1.247935
2023-03-01,7.5402226
2023-03-02,7.5402226
2023-03-03,7.5402226
2023-03-04,7.5402226
2023-03-05,7.5402226
2023-03-06,7.5402226
2023-03-07,7.5402226
2023-03-08,7.5402226
2023-03-09,7.5402226
2023-03-10,7.5402226
2023-03-11,7.5402226
2023-03-12,7.5402226
2023-03-13,7.5402226
2023-03-14,7.5402226
2023-03-15,7.5402226
2023-03-16,7.5402226
2023-03-17,7.5402226
2023-03-18,7.5402226
2023-03-19,7.5402226
2023-03-20,7.5402226
2023-03-21,7.5402226
2023-03-22,7.5402226
2023-03-23,7.5402226
2023-03-24,7.5402226
2023-03-25,7.5402226
2023-03-26,7.5402226
2023-03-27,7.5402226
2023-03-28,7.5402226
2023-03-29,7.5402226
2023-03-30,7.5402226
2023-03-31,7.5402226
2023-04-01,14.375353
2023-04-02,14.375353
2023-04-03,14.375353
2023-04-04,14.375353
2023-04-05,14.375353
2023-04-06,14.375353
2023-04-07,14.375353
2023-04-08,14.375353
2023-04-09,14.375353
2023-04-10,14.375353
2023-04-11,14.375353
2023-04-12,14.375353
2023-04-13,14.375353
2023-04-14,14.375353
2023-04-15,14.375353
2023-04-16,14.375353
2023-04-17,14.375353
2023-04-18,14.375353
2023-04-19,14.375353
2023-04-20,14.375353
2023-04-21,14.375353
2023-04-22,14.375353
2023-04-23,14.375353
2023-04-24,14.375353
2023-04-25,14.375353
2023-04-26,14.375353
2023-04-27,14.375353
2023-04-28,14.375353
2023-04-29,14.375353
2023-04-30,14.375353
2023-05-01,19.23157
2023-05-02,19.23157
2023-05-03,19.23157
2023-05-04,19.23157
2023-05-05,19.23157
2023-05-06,19.23157
2023-05-07,19.23157
2023-05-08,19.23157
2023-05-09,19.23157
2023-05-10,19.23157
2023-05-11,19.23157
2023-05-12,19.23157
2023-05-13,19.23157
2023-05-14,19.23157
2023-05-15,19.23157
2023-05-16,19.23157
2023-05-17,19.23157
2023-05-18,19.23157
2023-05-19,19.23157
2023-05-20,19.23157
2023-05-21,19.23157
2023-05-22,19.23157
2023-05-23,19.23157
2023-05-24,19.23157
2023-05-25,19.23157
2023-05-26,19.23157
2023-05-27,19.23157
2023-05-28,19.23157
2023-05-29,19.23157
2023-05-30,19.23157
2023-05-31,19.23157
2023-06-01,22.868956
2023-06-02,22.868956
2023-06-03,22.868956
2023-06-04,22.868956
2023-06-05,22.868956
2023-06-06,22.868956
2023-06-07,22.868956
2023-06-08,22.868956
2023-06-09,22.868956
2023-06-10,22.868956
2023-06-11,22.868956
2023-06-12,22.868956
2023-06-13,22.868956
2023-06-14,22.868956
2023-06-15,22.868956
2023-06-16,22.868956
2023-06-17,22.868956
2023-06-18,22.868956
2023-06-19,22.868956
2023-06-20,22.868956
2023-06-21,22.868956
2023-06-22,22.868956
2023-06-23,22.868956
2023-06-24,22.868956
2023-06-25,22.868956
2023-06-26,22.868956
2023-06-27,22.868956
2023-06-28,22.868956
2023-06-29,22.868956
2023-06-30,22.868956
2023-07-01,25.67211
2023-07-02,25.67211
2023-07-03,25.67211
2023-07-04,25.67211
2023-07-05,25.67211
